LOC_ID
LOC_Os02g05970
LOC_Os04g52280
LOC_Os04g56780
LOC_Os06g40780
LOC_Os07g08840
LOC_Os08g35240
LOC_Os02g05970
LOC_Os03g48740
LOC_Os04g46580
LOC_Os04g46450
LOC_Os06g08290
LOC_Os08g35240
LOC_Os02g42820
LOC_Os11g36440
LOC_Os11g01330
LOC_Os01g34350
LOC_Os01g39670
LOC_Os03g14310
LOC_Os01g34350
LOC_Os01g39670
LOC_Os03g14310
LOC_Os01g56330
LOC_Os03g58600
LOC_Os02g33610
LOC_Os04g23890
LOC_Os05g41795
LOC_Os06g29810
LOC_Os12g01140
LOC_Os06g36390
LOC_Os01g16600
LOC_Os02g07120
LOC_Os02g40710
LOC_Os03g26210
LOC_Os07g03250
LOC_Os11g34210
LOC_Os02g40710
LOC_Os05g48870
LOC_Os06g48810
LOC_Os07g03250
LOC_Os08g43290
LOC_Os11g34210
LOC_Os02g40710
LOC_Os04g47770
LOC_Os06g48810
LOC_Os06g41990
LOC_Os07g01560
LOC_Os07g03250
LOC_Os08g43290
LOC_Os01g37690
LOC_Os02g10480
LOC_Os02g40710
LOC_Os04g47770
LOC_Os06g48810
LOC_Os07g03250
LOC_Os07g44330
LOC_Os04g36740
LOC_Os11g07450
LOC_Os05g38390
LOC_Os07g39820
LOC_Os01g14920
LOC_Os03g26210
LOC_Os01g37690
LOC_Os02g40860
LOC_Os02g10480
LOC_Os02g13370
LOC_Os02g40710
LOC_Os03g50490
LOC_Os05g04820
LOC_Os06g08790
LOC_Os08g43290
LOC_Os11g04030
LOC_Os02g05830
LOC_Os07g37240
LOC_Os01g11040
LOC_Os01g71474
LOC_Os05g40384
LOC_Os06g37560
LOC_Os08g06480
LOC_Os01g19694
LOC_Os03g06940
LOC_Os05g40384
LOC_Os06g37560
LOC_Os08g02380
LOC_Os02g47230
LOC_Os11g12740
LOC_Os01g02720
LOC_Os05g39560
LOC_Os10g32980
LOC_Os02g48560
LOC_Os03g11614
LOC_Os05g48200
LOC_Os06g36180
LOC_Os11g47920
LOC_Os02g45160
LOC_Os04g45730
LOC_Os10g28330
LOC_Os11g30560
LOC_Os02g03410
LOC_Os02g01590
LOC_Os05g46480
LOC_Os07g08340
LOC_Os07g11380
Os08g0223900
LOC_Os08g42540
LOC_Os09g26999
LOC_Os09g26960
LOC_Os10g10360
LOC_Os01g26920
LOC_Os01g10040
LOC_Os04g33740
LOC_Os04g47059
LOC_Os07g47100
LOC_Os05g05240
LOC_Os03g14370
LOC_Os03g49260
LOC_Os01g08420
LOC_Os04g52900
LOC_Os10g35436
LOC_Os03g07480
LOC_Os07g11020
LOC_Os02g07430
LOC_Os03g07510
LOC_Os05g04740
LOC_Os02g56500
LOC_Os03g37490
LOC_Os04g38570
LOC_Os12g32400
LOC_Os01g74020
LOC_Os02g41550
LOC_Os07g15770
LOC_Os08g41950
LOC_Os11g14430
LOC_Os11g14430
LOC_Os07g15770
LOC_Os02g34600
LOC_Os02g10760
LOC_Os04g37960
LOC_Os05g03430
LOC_Os05g44210
LOC_Os07g39970
LOC_Os09g28390
LOC_Os08g42850
LOC_Os10g26940
LOC_Os07g08860
LOC_Os04g32920
LOC_Os06g47860
LOC_Os07g01240
LOC_Os02g50970
LOC_Os04g32920
LOC_Os01g39020
LOC_Os04g58620
LOC_Os09g15670
LOC_Os06g45140
LOC_Os02g56920
LOC_Os06g44300
LOC_Os08g09690
LOC_Os03g56950
LOC_Os11g06720
LOC_Os12g38180
Os11g0528700
LOC_Os08g10080
LOC_Os09g28390
LOC_Os06g10880
LOC_Os01g05490
LOC_Os04g53120
LOC_Os11g35500
LOC_Os02g10920
LOC_Os12g38210
LOC_Os02g33180
LOC_Os07g46450
LOC_Os02g42150
LOC_Os04g27190
LOC_Os04g45800
LOC_Os06g17900
LOC_Os09g26880
LOC_Os09g38910
LOC_Os06g04200
LOC_Os07g37610
LOC_Os02g32660
